,date,adj. close,close,vol
599,2009-10-23,76.6074,99.8300,58607463
600,2009-10-16,76.7302,99.9900,33828128
601,2009-10-09,75.6613,98.6900,47395497
602,2009-10-02,72.7250,94.8600,61127354
603,2009-09-25,74.1664,96.7400,59136250
604,2009-09-18,75.2167,98.1100,40565741
605,2009-09-11,73.6362,96.2200,44780816
606,2009-09-04,72.2816,94.4500,54125771
607,2009-08-28,73.1464,95.5800,59377687
608,2009-08-21,72.7255,95.0300,46841660
609,2009-08-14,71.2393,93.4100,56998070
610,2009-08-07,71.5291,93.7900,55837225
611,2009-07-31,69.9123,91.6700,51571878
612,2009-07-24,69.3784,90.9700,66614650
613,2009-07-17,66.7015,87.4600,57081721
614,2009-07-10,62.0209,81.4400,72768673
615,2009-07-02,63.2013,82.9900,46589528
616,2009-06-26,64.1761,84.2700,69775593
617,2009-06-19,64.9681,85.3100,67587212
618,2009-06-12,67.0307,88.3100,105057604
619,2009-06-05,66.7271,87.9100,61573110
620,2009-05-29,64.8143,85.3900,60397531
621,2009-05-22,62.9016,82.8700,78799821
622,2009-05-15,62.8333,82.7800,85966497
623,2009-05-08,64.8720,85.7200,82407552
624,2009-05-01,62.1778,82.1600,81949464
625,2009-04-24,61.0956,80.7300,92285985
626,2009-04-17,61.5346,81.3100,85173525
627,2009-04-09,61.1161,80.8900,70147411
628,2009-04-03,60.5645,80.1600,130175233
629,2009-03-27,58.7890,77.8100,125744923
630,2009-03-20,54.9584,72.7400,129251418
631,2009-03-13,54.5084,72.3200,124751277
632,2009-03-06,50.1218,66.5000,170583106
633,2009-02-27,53.3326,70.7600,183788869
634,2009-02-20,55.5712,73.7300,149741791
635,2009-02-13,58.9121,78.5500,172330791
636,2009-02-06,62.1446,82.8600,144429541
637,2009-01-30,60.0596,80.0800,120352185
638,2009-01-23,60.3896,80.5200,156572069
639,2009-01-16,62.0171,82.6900,173149501
640,2009-01-09,64.4949,86.1400,144170225
